Tittle,Year Release,MPAA Rating,Duration(minutes),IMDB Score,Metascore,Genre 1,Genre 2,Genre 3,Gross($M)
Ging chaat goo si,1985,PG-13,100,7.6,78,Action,Comedy,Crime,0.11

Goya's Ghosts,2006,R,113,6.9,52,Biography,Drama,History,1.00

Erased,2012,R,100,6.1,34,Action,Thriller,NA,NA

Pierrot le Fou,1965,NA,110,7.6,NA,Crime,Drama,Romance,NA

Regarding Henry,1991,NA,108,6.7,47,Drama,Romance,NA,43.00

Ong Bak 2,2008,R,98,6.2,47,Action,NA,NA,0.10

Romeo and Juliet,1968,PG,138,7.6,NA,Drama,Romance,NA,38.90

Are We There Yet?,2005,PG,95,4.7,27,Adventure,Comedy,Family,82.67

Damien: Omen II,1978,NA,107,6.3,45,Horror,NA,NA,3.88

Unknown,I 2006,NA,85,6.5,44,Crime,Drama,Mystery,0.14

The Glass Castle,2017,PG-13,127,7.1,56,Biography,Drama,NA,17.27

The Human Stain,2003,R,106,6.2,57,Drama,Romance,Thriller,5.38

Firestarter,1984,NA,114,6.1,50,Action,Horror,Sci-Fi,15.10

Gods and Monsters,1998,R,105,7.3,74,Biography,Drama,NA,6.39

Spartan,2004,R,106,6.5,60,Action,Crime,Drama,4.43

Cleopatra,1963,G,192,7.0,60,Biography,Drama,History,57.78

Celeste & Jesse Forever,2012,R,92,6.6,59,Comedy,Drama,Romance,3.09

"20,000 Leagues Under the Sea",1954,NA,127,7.2,83,Adventure,Drama,Family,28.20

Pontypool,2008,NA,93,6.6,54,Fantasy,Horror,Thriller,0.00

Happythankyoumoreplease,2010,R,100,6.8,45,Comedy,Drama,Romance,0.22

To Be or Not to Be,1942,NA,99,8.2,86,Comedy,War,NA,NA

Vampire Hunter D: Bloodlust,2000,R,103,7.7,62,Animation,Action,Fantasy,0.15

8 femmes,2002,R,111,7.1,64,Comedy,Crime,Musical,3.08

To Live and Die in L.A.,1985,NA,116,7.3,81,Action,Crime,Drama,17.31

Paranoid Park,2007,R,85,6.7,83,Crime,Drama,Mystery,0.49

Angels in the Outfield,1994,PG,102,6.2,44,Comedy,Family,Fantasy,50.24

Sliver,1993,R,107,5.1,38,Drama,Thriller,NA,36.30

No se aceptan devoluciones,2013,PG-13,115,7.5,55,Comedy,Drama,NA,44.47

Mannequin,1987,PG,90,5.9,21,Comedy,Fantasy,Romance,42.72

The Prophecy,1995,R,98,6.5,44,Action,Crime,Drama,16.12

Anacondas: The Hunt for the Blood Orchid,2004,PG-13,97,4.7,40,Action,Adventure,Horror,32.24

Ils,2006,R,77,6.4,60,Horror,Thriller,NA,NA

The 15:17 to Paris,2018,PG-13,94,5.3,45,Biography,Drama,Thriller,36.25

Unlocked,I 2017,17+,98,6.3,46,Action,Thriller,NA,NA

Cyborg,1989,NA,86,5.1,24,Action,Sci-Fi,Thriller,10.17

An Unfinished Life,2005,PG-13,108,7.0,49,Drama,Family,Romance,8.59

Undisputed,2002,R,96,6.2,58,Action,Crime,Drama,12.40

Hatchet,2006,R,93,5.7,57,Comedy,Horror,Thriller,0.16

Todos lo saben,2018,R,133,6.9,68,Crime,Drama,Mystery,2.66

Frankie and Johnny,1991,R,118,6.8,66,Comedy,Drama,Romance,22.77

The Lion in Winter,1968,NA,134,7.9,NA,Biography,Drama,History,22.28

Ek Tha Tiger,2012,NA,132,5.5,NA,Action,Romance,Thriller,2.35

Gojira,1954,NA,96,7.6,78,Horror,Sci-Fi,Thriller,2.42

School for Scoundrels,2006,PG-13,100,5.9,44,Comedy,NA,NA,17.80

Biohazard Regeneration,2008,R,97,6.5,NA,Animation,Action,Horror,NA

The Omega Man,1971,NA,98,6.5,56,Action,Drama,Sci-Fi,8.72

Micmacs � tire-larigot,2009,R,105,7.2,62,Action,Comedy,Crime,1.26

Ken Park,2002,NA,93,5.9,NA,Drama,NA,NA,NA

And Now for Something Completely Different,1971,NA,88,7.6,NA,Comedy,NA,NA,NA

Body Double,1984,NA,114,6.8,69,Crime,Drama,Mystery,8.80

Bound by Honor,1993,R,180,8.0,47,Crime,Drama,NA,4.50

Piku,2015,13+,123,7.6,NA,Comedy,Drama,NA,NA

Nixon,1995,R,192,7.1,66,Biography,Drama,History,13.56

Village of the Damned,1995,R,98,5.7,41,Horror,Sci-Fi,Thriller,9.42

The End of the Tour,2015,R,106,7.3,82,Biography,Drama,NA,2.99

The Double,I 2011,PG-13,98,5.9,37,Action,Crime,Drama,NA

The Art of War,2000,R,117,5.7,30,Action,Adventure,Crime,30.21

Le m�pris,1963,NA,103,7.6,NA,Drama,Romance,NA,0.04

Howards End,1992,PG,142,7.4,89,Drama,Romance,NA,25.97

Battle for the Planet of the Apes,1973,NA,93,5.5,40,Action,Sci-Fi,NA,8.84

Julieta,2016,R,99,7.1,73,Drama,Mystery,Romance,1.49

Playing for Keeps,2012,PG-13,105,5.7,27,Comedy,Romance,Sport,13.10

The Football Factory,2004,R,91,6.8,NA,Crime,Drama,Sport,NA

Sorority Row,2009,R,101,5.1,24,Horror,Mystery,NA,11.96

Tequila Sunrise,1988,NA,115,6.1,62,Crime,Drama,Romance,41.29

Get Carter,1971,NA,112,7.4,NA,Action,Crime,Thriller,0.39

Dev.D,2009,NA,144,8.0,NA,Drama,Romance,NA,0.01

Above the Law,1988,NA,99,6.0,45,Action,Crime,Drama,18.87

Last Holiday,2006,PG-13,112,6.5,52,Adventure,Comedy,Romance,38.36

Aus dem Nichts,2017,13+,106,7.1,65,Crime,Drama,Thriller,0.32

Death Note: Desu n�to,2006,NA,126,7.7,NA,Crime,Drama,Fantasy,NA

Mermaids,1990,NA,110,6.7,56,Comedy,Drama,Romance,35.42

A Rainy Day in New York,2019,PG-13,92,6.5,38,Comedy,Romance,NA,NA

Jeremiah Johnson,1972,GP,108,7.6,75,Adventure,Drama,Western,47.74

Problem Child,1990,NA,81,5.5,27,Comedy,Family,NA,53.47

The Big Hit,1998,R,91,6.1,31,Action,Comedy,Crime,27.05

"To Wong Foo Thanks for Everything, Julie Newmar",1995,PG-13,109,6.6,60,Comedy,Drama,NA,36.47

Antitrust,2001,PG-13,108,6.1,31,Action,Crime,Drama,10.97

La Bamba,1987,NA,108,6.9,65,Biography,Drama,Music,54.22

Powder,1995,PG-13,111,6.6,NA,Drama,Fantasy,Mystery,30.86

Slender Man,2018,13+,93,3.2,30,Horror,Mystery,Thriller,30.57

The Way Back,2020,R,108,6.7,66,Drama,Sport,NA,NA

One Night at McCool's,2001,R,93,6.1,46,Comedy,Crime,NA,6.29

Murder at 1600,1997,R,107,6.1,47,Action,Crime,Drama,25.83

Eli,I 2019,R,98,5.7,NA,Drama,Horror,Mystery,NA

Jason Goes to Hell: The Final Friday,1993,R,87,4.2,17,Fantasy,Horror,Thriller,15.94

Club Dread,2004,R,104,5.7,45,Comedy,Horror,Mystery,4.99

Bad Education,2019,NA,108,7.1,79,Biography,Comedy,Crime,NA

L'ennemi public n�1,2008,R,133,7.5,72,Action,Biography,Crime,0.28

Carne tr�mula,1997,R,103,7.4,69,Drama,NA,NA,1.54

Taking Woodstock,2009,R,120,6.7,55,Biography,Comedy,Drama,7.44

The Monster Squad,1987,NA,79,7.1,61,Action,Comedy,Fantasy,3.77

Pushing Tin,1999,R,124,6.0,47,Comedy,Drama,Romance,8.41

Les invasions barbares,2003,R,99,7.6,70,Comedy,Crime,Drama,3.43

The Perfect Man,2005,PG,100,5.5,27,Comedy,Family,Romance,16.25

My Boss's Daughter,2003,PG-13,86,4.7,15,Comedy,Romance,NA,15.55

Z for Zachariah,2015,PG-13,98,6.0,68,Drama,Sci-Fi,Thriller,0.12

How I Live Now,2013,R,101,6.5,57,Romance,Sci-Fi,Thriller,0.06

My Big Fat Greek Wedding 2,2016,PG-13,94,6.0,37,Comedy,Romance,NA,59.69

Fido,2006,R,93,6.7,70,Comedy,Drama,Horror,0.30

Hours,2013,PG-13,97,6.4,55,Drama,Thriller,NA,NA

Nanny McPhee and the Big Bang,2010,PG,109,6.1,52,Comedy,Family,Fantasy,29.20

Take the Money and Run,1969,PG,85,7.3,67,Comedy,Crime,NA,0.72

Henry V,1989,PG-13,137,7.5,83,Action,Biography,Drama,10.16

Hard Ball,2001,PG-13,106,6.4,48,Drama,Sport,NA,40.22

Blown Away,1994,R,121,6.3,NA,Action,Crime,Drama,30.16

Hiroshima mon amour,1959,NA,90,7.9,NA,Drama,Romance,NA,0.09

Creep,I 2004,R,85,5.6,NA,Horror,Mystery,Thriller,NA

Open Grave,2013,Unrated,102,6.2,33,Horror,Mystery,Thriller,NA

1492: Conquest of Paradise,1992,PG-13,154,6.5,47,Adventure,Biography,Drama,7.19

Abominable,2019,SU,97,7.0,61,Animation,Adventure,Comedy,60.72

Thinner,1996,R,93,5.8,33,Fantasy,Horror,NA,15.17

Wake Up Sid,2009,NA,138,7.6,NA,Comedy,Drama,Romance,0.72

Dumplin',2018,17+,110,6.6,53,Comedy,Drama,NA,NA

Du rififi chez les hommes,1955,NA,118,8.2,97,Crime,Drama,Thriller,0.06

You Can Count on Me,2000,R,111,7.5,85,Drama,NA,NA,9.18

Death on the Nile,1978,NA,140,7.3,59,Crime,Drama,Mystery,NA

Belle,2013,PG,100,7.3,64,Biography,Drama,Romance,10.73

Pulse,I 2006,D,90,4.8,27,Horror,Sci-Fi,Thriller,20.26

The Greatest Game Ever Played,2005,PG,120,7.4,55,Biography,Drama,Sport,15.33

Police Academy 6: City Under Siege,1989,NA,84,4.5,16,Comedy,Crime,NA,11.57

Red River,1948,NA,133,7.8,NA,Action,Adventure,Drama,NA

Home Again,2017,PG-13,97,5.8,41,Comedy,Drama,Romance,27.02

All That Jazz,1979,NA,123,7.9,72,Drama,Music,Musical,37.82

Weekend,II 2011,NA,97,7.6,81,Drama,Romance,NA,0.46

Gin gwai,2002,R,99,6.7,66,Drama,Horror,Mystery,0.50

Back to School,1986,NA,96,6.7,68,Comedy,Romance,Sport,91.26

The Nutcracker and the Four Realms,2018,SU,99,5.5,39,Adventure,Family,Fantasy,54.86

Escape Plan 2: Hades,2018,17+,96,3.8,NA,Action,Crime,Mystery,NA

Lone Star,1996,R,135,7.4,78,Drama,Mystery,NA,13.27

The Texas Chainsaw Massacre 2,1986,NA,101,5.6,42,Comedy,Horror,NA,8.03

The Darkest Minds,2018,13+,104,5.7,39,Action,Adventure,Drama,12.70

Always,1989,NA,122,6.4,50,Drama,Fantasy,Romance,43.86

High Life,2018,R,113,5.8,77,Adventure,Drama,Horror,1.23

Sweet Smell of Success,1957,NA,96,8.1,100,Drama,Film-Noir,NA,NA

Heist,III 2015,R,93,6.1,37,Action,Crime,Drama,NA

The Tailor of Panama,2001,R,109,6.1,66,Comedy,Drama,Thriller,13.73

Virtuosity,1995,R,106,5.6,39,Action,Crime,Sci-Fi,24.05

Don't Tell Mom the Babysitter's Dead,1991,NA,102,6.3,35,Comedy,NA,NA,25.20

Rogue,2007,R,99,6.2,NA,Action,Adventure,Drama,0.01

Another Year,2010,PG-13,129,7.3,80,Comedy,Drama,NA,3.21

The Pink Panther Strikes Again,1976,NA,103,7.2,60,Comedy,Crime,NA,33.83

The Getaway,1972,NA,123,7.4,55,Action,Crime,Thriller,36.73

The Lords of Salem,2012,R,101,5.1,57,Horror,Thriller,NA,1.16

Miss Potter,2006,PG,88,6.9,57,Biography,Drama,Romance,2.98

Lord of the Flies,1990,NA,90,6.4,49,Adventure,Drama,Thriller,13.99

Gilda,1946,NA,110,7.7,NA,Drama,Film-Noir,Romance,NA

Universal Soldier: The Return,1999,R,83,4.2,24,Action,Sci-Fi,NA,10.43

The Conspirator,2010,PG-13,122,6.9,55,Crime,Drama,History,11.54

Tracks,I 2013,PG-13,112,7.2,78,Adventure,Biography,Drama,0.51

Dabangg,2010,NA,126,6.2,NA,Action,Comedy,NA,4.63

The Addams Family,2019,SU,86,5.8,46,Animation,Comedy,Family,100.04

A Little Bit of Heaven,2011,PG-13,107,6.3,14,Comedy,Drama,Fantasy,0.01

Late Night,2019,R,102,6.5,70,Comedy,Drama,NA,15.50

Tsotsi,2005,R,95,7.2,70,Crime,Drama,NA,2.91

The Oxford Murders,2008,R,108,6.1,NA,Crime,Mystery,Thriller,0.00

Vivre sa vie: Film en douze tableaux,1962,NA,80,8.0,NA,Drama,NA,NA,NA

Barnyard,2006,PG,90,5.6,42,Animation,Adventure,Comedy,72.78

The Man Without a Face,1993,PG-13,115,6.7,62,Drama,NA,NA,24.76

Some Kind of Wonderful,1987,NA,95,7.1,55,Drama,Romance,NA,18.55

Things We Lost in the Fire,2007,R,118,7.2,63,Drama,NA,NA,3.29

Singles,1992,PG-13,99,6.7,NA,Comedy,Drama,Romance,18.47

Borg McEnroe,2017,R,107,6.9,63,Biography,Drama,Sport,14.11

At Eternity's Gate,2018,PG-13,111,6.9,76,Biography,Drama,NA,2.29

Wait Until Dark,1967,NA,108,7.8,81,Thriller,NA,NA,17.55

The Titan,2018,17+,97,4.8,33,Drama,Mystery,Romance,NA

J'ai tu� ma m�re,2009,NA,96,7.5,77,Drama,Romance,NA,NA

Look Who's Talking Now,1993,PG-13,96,4.4,NA,Comedy,Family,Romance,10.34

Mighty Joe Young,1998,PG,114,5.6,51,Action,Adventure,Family,50.63

A Street Cat Named Bob,2016,NA,103,7.4,54,Biography,Drama,Family,0.04

Ast�rix aux jeux olympiques,2008,NA,116,5.2,NA,Adventure,Comedy,Family,1.00

Knockin' on Heaven's Door,1997,NA,87,8.0,NA,Action,Crime,Comedy,0.00

An Affair to Remember,1957,NA,115,7.5,NA,Drama,Musical,Romance,NA

Dragon: The Bruce Lee Story,1993,PG-13,120,7.0,NA,Action,Biography,Drama,35.11

Joyeux No�l,2005,PG-13,116,7.7,70,Drama,History,Music,1.05

The Shop Around the Corner,1940,NA,99,8.1,96,Comedy,Drama,Romance,0.20

Victory,1981,NA,116,6.7,57,Drama,Sport,War,10.85

Greenland,2020,PG-13,119,6.3,NA,Action,Drama,Thriller,NA

Hana-bi,1997,NA,103,7.8,NA,Crime,Drama,Romance,0.23

Equals,2015,PG-13,101,6.1,43,Drama,Romance,Sci-Fi,0.03

22 July,2018,R,143,6.8,69,Crime,Drama,History,NA

On Golden Pond,1981,NA,109,7.6,68,Drama,NA,NA,119.29

Stree,2018,NA,128,7.6,NA,Comedy,Horror,NA,NA

Clouds of Sils Maria,2014,R,124,6.7,79,Drama,NA,NA,1.81

Friends with Money,2006,R,88,5.7,68,Comedy,Drama,Romance,13.37

Confessions of a Teenage Drama Queen,2004,PG,89,4.7,33,Comedy,Family,Music,29.33

Money Talks,1997,R,97,6.2,NA,Action,Comedy,Crime,41.07

A Lonely Place to Die,2011,R,99,6.2,NA,Crime,Thriller,NA,NA

Hellraiser III: Hell on Earth,1992,R,97,5.5,50,Horror,NA,NA,12.53

A Civil Action,1998,PG-13,115,6.6,68,Drama,NA,NA,56.70

Nine to Five,1980,NA,109,6.9,58,Comedy,NA,NA,103.29

Delhi Belly,2011,NA,103,7.6,66,Action,Comedy,Crime,1.53

Badhaai ho,2018,17+,124,8.0,NA,Comedy,Drama,NA,NA

Species II,1998,R,93,4.5,19,Action,Horror,Sci-Fi,19.17

Rabbit-Proof Fence,2002,PG,94,7.4,80,Adventure,Biography,Drama,6.17

Fortress,1992,R,95,5.9,NA,Action,Crime,Sci-Fi,6.74

X+Y,2014,PG-13,111,7.1,65,Drama,Romance,NA,0.14

Husbands and Wives,1992,R,108,7.5,NA,Comedy,Drama,Romance,10.56

Les yeux sans visage,1960,NA,90,7.7,90,Drama,Horror,NA,0.05

Hard to Kill,1990,NA,96,5.8,41,Action,Crime,Drama,47.41

Time Trap,2017,NA,87,6.3,46,Action,Adventure,Mystery,NA

Primary Colors,1998,R,143,6.6,70,Comedy,Drama,NA,38.97

White Boy Rick,2018,R,111,6.5,59,Crime,Drama,NA,24.01

Take This Waltz,2011,R,116,6.5,68,Comedy,Drama,NA,1.24

Palo Alto,2013,R,100,6.2,69,Drama,NA,NA,0.75

Padmaavat,2018,21+,164,7.0,63,Drama,History,Romance,11.85

Les amours imaginaires,2010,NA,101,7.1,70,Drama,Romance,NA,0.06

Kod Adi K.O.Z.,2015,NA,114,1.9,NA,Crime,Mystery,NA,NA

12 Rounds,2009,PG-13,108,5.6,38,Action,Crime,Thriller,12.23

Outland,1981,NA,109,6.6,48,Action,Crime,Sci-Fi,17.37

Nell,1994,PG-13,112,6.5,60,Drama,NA,NA,33.68

FernGully: The Last Rainforest,1992,NA,76,6.5,67,Animation,Adventure,Family,24.65

The Quiet American,2002,R,101,7.0,84,Drama,Romance,Thriller,12.99

Inherit the Wind,1960,NA,128,8.1,75,Biography,Drama,History,NA

Casino Royale,1967,NA,131,5.1,48,Comedy,NA,NA,NA

To the Wonder,2012,R,112,5.9,58,Drama,Romance,NA,0.59

A Bigger Splash,2015,R,125,6.4,74,Drama,Music,Thriller,1.98

Mohabbatein,2000,NA,216,7.1,NA,Musical,Drama,Romance,NA

Torque,2004,PG-13,84,4.1,41,Action,Comedy,Crime,21.22

I Spit on Your Grave 2,2013,R,106,5.7,NA,Horror,Thriller,NA,0.00

Cronos,1993,R,94,6.7,70,Horror,NA,NA,0.62

The Necessary Death of Charlie Countryman,2013,R,103,6.4,31,Comedy,Drama,Romance,0.01

Tangerine,2015,R,88,7.1,86,Comedy,Crime,Drama,0.70

The Sisterhood of the Traveling Pants 2,2008,PG-13,119,6.2,63,Comedy,Drama,Romance,44.09

The Good Lie,2014,PG-13,110,7.4,65,Biography,Drama,NA,2.72

The China Syndrome,1979,NA,122,7.4,81,Drama,Thriller,NA,51.72

Now and Then,1995,PG-13,100,6.8,50,Comedy,Drama,Romance,27.40

Serena,I 2014,R,109,5.4,36,Drama,History,Romance,0.18

White Bird in a Blizzard,2014,R,91,6.4,51,Drama,Mystery,Thriller,0.03

Tais-toi!,2003,NA,85,7.1,NA,Comedy,Crime,NA,NA

The Replacement Killers,1998,R,87,6.2,42,Action,Crime,Thriller,18.97

Broadcast News,1987,NA,133,7.2,84,Comedy,Drama,Romance,51.25

Vikram Vedha,2017,NA,147,8.5,NA,Action,Crime,Drama,NA

Udta Punjab,2016,NA,148,7.8,NA,Action,Crime,Drama,NA

Air America,1990,NA,113,5.8,33,Action,Comedy,War,31.05

The Boy Who Harnessed the Wind,2019,NA,113,7.6,68,Drama,NA,NA,NA

Serial Mom,1994,R,95,6.8,64,Comedy,Crime,Thriller,7.88

Funny Face,1957,NA,103,7.0,NA,Comedy,Musical,Romance,NA

Drop Dead Fred,1991,NA,103,6.0,25,Comedy,Drama,Fantasy,43.88

The Strangers: Prey at Night,2018,17+,85,5.2,48,Horror,NA,NA,24.43

Pollock,2000,R,122,7.0,77,Biography,Drama,NA,8.60

The Innocents,1961,NA,100,7.8,88,Horror,NA,NA,2.62

A Mighty Heart,2007,R,108,6.6,74,Biography,Drama,History,9.18

Il conformista,1970,NA,113,8.0,100,Drama,NA,NA,0.54

Raise Your Voice,2004,PG,107,5.9,33,Family,Music,Musical,10.41

Blindspotting,2018,R,95,7.4,77,Comedy,Crime,Drama,4.33

What Maisie Knew,2012,R,99,7.4,74,Drama,NA,NA,1.07

Waiting for Guffman,1996,R,84,7.5,71,Comedy,NA,NA,2.92

I See You,II 2019,R,98,6.8,65,Crime,Drama,Horror,NA

Memphis Belle,1990,NA,107,6.9,NA,Action,Drama,War,27.44

Sleepaway Camp,1983,NA,84,6.3,58,Horror,NA,NA,11.00

Somewhere in Time,1980,NA,103,7.2,29,Drama,Fantasy,Romance,9.71

The Art of Self-Defense,2019,R,104,6.7,65,Action,Comedy,Crime,2.41

The Lady from Shanghai,1947,NA,87,7.6,NA,Crime,Drama,Film-Noir,0.01

Runaway Train,1985,NA,111,7.2,67,Action,Adventure,Drama,7.94

Dirty Dancing: Havana Nights,2004,PG-13,86,6.0,39,Drama,Music,Romance,14.16

Third Person,2013,R,137,6.3,38,Drama,Romance,NA,1.02

Sightseers,2012,NA,88,6.5,69,Adventure,Comedy,Crime,0.04

Riding in Cars with Boys,2001,PG-13,132,6.5,43,Biography,Comedy,Drama,30.17

Win a Date with Tad Hamilton!,2004,PG-13,96,5.6,52,Comedy,Romance,NA,17.07

"Yours, Mine & Ours",2005,PG,88,5.5,38,Comedy,Family,Fantasy,53.41

Dil Se..,1998,NA,144,7.6,NA,Drama,Romance,NA,NA

Thanks for Sharing,2012,R,112,6.4,54,Comedy,Drama,Romance,1.06

Silent Running,1972,NA,89,6.7,67,Drama,Sci-Fi,NA,0.69

Rupan sansei: Kariosutoro no shiro,1979,NA,100,7.7,71,Animation,Adventure,Family,NA

Creature from the Black Lagoon,1954,NA,79,7.0,68,Horror,Sci-Fi,NA,1.30

Taxi 4,2007,NA,91,5.6,NA,Action,Comedy,Crime,NA

Murder in the First,1995,R,122,7.3,NA,Drama,Thriller,NA,17.38

Tumbbad,2018,NA,104,8.3,NA,Drama,Fantasy,Horror,NA

Braven,2018,17+,94,6.0,61,Action,Thriller,NA,NA

Honey Boy,2019,R,94,7.3,73,Drama,NA,NA,NA

La r�gle du jeu,1939,NA,110,8.0,NA,Comedy,Drama,NA,NA

Peaceful Warrior,2006,PG-13,120,7.3,40,Drama,Romance,Sport,3.96

Loser,2000,PG-13,98,5.3,35,Comedy,Romance,NA,15.62

The Woman in Black 2: Angel of Death,2014,PG-13,98,4.8,42,Drama,Horror,Thriller,26.50

Gringo,2018,17+,111,6.1,46,Action,Comedy,Crime,4.97

What Just Happened,2008,R,104,5.6,NA,Comedy,Drama,NA,1.09

Jungfruk�llan,1960,NA,89,8.1,NA,Drama,NA,NA,1.53

But I'm a Cheerleader,1999,R,85,6.7,39,Comedy,Drama,Romance,2.21

The Nut Job,I 2014,PG,85,5.7,37,Animation,Adventure,Comedy,64.25

Testament of Youth,2014,PG-13,129,7.3,76,Biography,Drama,History,1.82

Aashiqui 2,2013,NA,132,7.0,NA,Drama,Music,Musical,NA

Omohide poro poro,1991,PG,118,7.6,90,Animation,Drama,Romance,0.45

Fack ju G�hte,2013,NA,119,6.9,NA,Comedy,NA,NA,NA

Leaves of Grass,2009,R,105,6.4,58,Comedy,Crime,Drama,0.07

Stick It,2006,PG-13,103,6.4,53,Comedy,Drama,Sport,26.87

Virus,1999,R,99,5.0,19,Action,Horror,Sci-Fi,14.01

Tau,2018,R,97,5.8,43,Sci-Fi,Thriller,NA,NA

Miss Pettigrew Lives for a Day,2008,PG-13,92,7.1,63,Comedy,Romance,NA,12.29

Vanishing Point,1971,R,99,7.2,61,Action,Crime,Thriller,NA

Mandela: Long Walk to Freedom,2013,PG-13,141,7.1,60,Biography,Drama,History,8.32

Secretariat,2010,PG,123,7.2,61,Biography,Drama,Family,59.71

Sophie Scholl - Die letzten Tage,2005,NA,120,7.6,76,Biography,Crime,Drama,0.68

The Taking of Pelham One Two Three,1974,NA,104,7.7,68,Action,Crime,Thriller,NA

Jing wu men,1972,NA,106,7.4,68,Action,Drama,Romance,1.29

The Resident,2011,R,91,5.3,NA,Drama,Horror,Mystery,NA

In a Lonely Place,1950,NA,94,8.0,NA,Drama,Film-Noir,Mystery,NA

The Blue Elephant,2014,NA,170,8.1,NA,Drama,Horror,Mystery,NA

The Mosquito Coast,1986,NA,117,6.6,49,Adventure,Drama,Thriller,14.30

Thelma,2017,NA,116,7.0,74,Drama,Fantasy,Horror,0.15

Max Manus,2008,NA,118,7.3,60,Action,Biography,Drama,NA

Lifeboat,1944,NA,97,7.6,78,Drama,War,NA,NA

Liu lang di qiu,2019,NA,125,6.0,57,Action,Sci-Fi,NA,5.88

Highway,I 2014,NA,133,7.6,40,Crime,Drama,Romance,0.53

Il racconto dei racconti - Tale of Tales,2015,R,134,6.4,72,Drama,Fantasy,Horror,0.08

Son of a Gun,2014,R,108,6.4,49,Action,Crime,Drama,0.00

L'avventura,1960,NA,144,7.9,NA,Drama,Mystery,NA,NA

Le gamin au v�lo,2011,PG-13,87,7.4,87,Drama,Family,NA,1.38

The Bad Batch,2016,R,118,5.3,62,Drama,Horror,Romance,0.18

The Thin Man,1934,NA,91,8.0,86,Comedy,Crime,Mystery,NA

Cape Fear,1962,NA,106,7.7,76,Drama,Thriller,NA,NA

The Half of It,I 2020,PG-13,104,6.9,74,Comedy,Drama,Romance,NA

Kundun,1997,PG-13,134,7.0,74,Biography,Drama,History,5.53

Reno 911!: Miami,2007,R,80,5.9,47,Comedy,Crime,NA,20.34

Freeway,1996,R,102,6.8,61,Comedy,Crime,Drama,0.30

Gongdong gyeongbi guyeok JSA,2000,NA,110,7.8,58,Action,Drama,Thriller,NA

Unfriended: Dark Web,2018,R,92,5.9,53,Horror,Mystery,Thriller,8.78

Pump Up the Volume,1990,NA,102,7.2,77,Comedy,Drama,Music,11.54

The Next Karate Kid,1994,PG,107,4.5,36,Action,Drama,Family,8.91

Turbo Kid,2015,NA,93,6.7,60,Action,Adventure,Comedy,0.05

Suicide Kings,1997,R,106,6.9,43,Comedy,Crime,Drama,1.69

Dragon Ball Z: Doragon b�ru Z - Kami to Kami,2013,NA,85,7.2,NA,Animation,Action,Adventure,2.55

Your Sister's Sister,2011,R,90,6.7,72,Comedy,Drama,Romance,1.57

Tekken,2010,R,87,4.8,NA,Action,Crime,Drama,NA

Cam,2018,NA,94,5.9,71,Drama,Horror,Mystery,NA

Beyond Borders,2003,R,127,6.5,32,Adventure,Drama,Romance,4.43

The Indian in the Cupboard,1995,SU,96,6.0,58,Drama,Family,Fantasy,35.62

On the Basis of Sex,2018,17+,120,7.1,59,Biography,Drama,NA,24.62

Bugsy,1991,R,136,6.8,80,Biography,Crime,Drama,49.11

Tanu Weds Manu Returns,2015,NA,128,7.6,NA,Comedy,Drama,Romance,NA

The Ladykillers,1955,NA,91,7.7,91,Comedy,Crime,NA,NA

The Aeronauts,2019,PG-13,100,6.6,60,Action,Adventure,Drama,NA

Between Two Ferns: The Movie,2019,NA,82,6.1,59,Comedy,NA,NA,NA

The Lady in the Van,2015,13+,104,6.7,70,Biography,Comedy,Drama,10.02

Table 19,2017,PG-13,87,5.8,40,Comedy,Drama,Romance,3.61

Good Burger,1997,PG,95,5.7,41,Comedy,Family,NA,23.69

The Jane Austen Book Club,2007,PG-13,106,6.8,61,Comedy,Drama,Romance,3.57

Things to Do in Denver When You're Dead,1995,R,115,6.8,46,Crime,Drama,Thriller,0.53

Dead End,I 2003,R,85,6.6,NA,Adventure,Horror,Mystery,NA

Sam� u�zu,2009,PG,114,7.5,63,Animation,Action,Adventure,0.08

Diary of a Wimpy Kid: Rodrick Rules,2011,PG,100,6.5,51,Comedy,Family,NA,52.70

A Mighty Wind,2003,PG-13,91,7.2,81,Comedy,Music,NA,17.51

Cry Wolf,2005,PG-13,90,5.8,39,Drama,Horror,Mystery,10.05

Bio-Dome,1996,PG-13,88,4.5,1,Comedy,NA,NA,26.76

Gettysburg,1993,PG,271,7.6,NA,Drama,History,War,10.77

Mask,1985,NA,120,7.2,73,Biography,Drama,NA,48.23

Rare Exports,2010,R,84,6.7,71,Adventure,Fantasy,Horror,0.26

Little Giants,1994,PG,107,6.4,NA,Comedy,Family,Sport,19.29

